Title,Price,Area,Region,Link
整租·紫竹苑 3室2厅 错层 南,4000 元/月,127.61㎡,高新-紫荆-紫竹苑,https://cd.lianjia.com/zufang/CD1948710849564639232.html
整租·东山国际新城H区二期 3室2厅 东南,1800 元/月,97.21㎡,龙泉驿-东山-东山国际新城H区二期,https://cd.lianjia.com/zufang/CD1955479729230315520.html
整租·中海万锦熙岸 3室2厅 北,3600 元/月,132.20㎡,天府新区-锦江生态带-中海万锦熙岸,https://cd.lianjia.com/zufang/CD1955209798035177472.html
整租·玲珑苑 3室2厅 东南,600 元/月,102.83㎡,新津-五津-玲珑苑,https://cd.lianjia.com/zufang/CD1951240238466596864.html
整租·千居朝阳 3室2厅 东南,3500 元/月,122.69㎡,成华-万象城-千居朝阳,https://cd.lianjia.com/zufang/CD1954506422452486144.html
整租·静水香榭 3室2厅 东南,1400 元/月,125.61㎡,温江-温江老城-静水香榭,https://cd.lianjia.com/zufang/CD1955528829652959232.html
整租·保利城四期中央郡 3室2厅 东,2800 元/月,104.54㎡,新都-大丰-保利城四期中央郡,https://cd.lianjia.com/zufang/CD1941350778975289344.html
整租·悦彩广场 1室1厅 东,1700 元/月,36.81㎡,温江-温江大学城-悦彩广场,https://cd.lianjia.com/zufang/CD1955922433915486208.html
整租·千居朝阳 3室2厅 东南,3500 元/月,122.69㎡,成华-万象城-千居朝阳,https://cd.lianjia.com/zufang/CD1954506422452486144.html
整租·龙湖时代天街 1室1厅 东南,1800 元/月,37.93㎡,高新西-高新西-龙湖时代天街,https://cd.lianjia.com/zufang/CD1952043007557500928.html
合租·龙舟苑 4居室 东南/西南卧,450 元/月,15.00㎡,锦江-攀成钢-龙舟苑,https://cd.lianjia.com/zufang/CD1923359398667747328.html
整租·万科天荟 1室0厅 东南/南/西南,1900 元/月,37.14㎡,成华-东郊记忆-万科天荟,https://cd.lianjia.com/zufang/CD1953750694951387136.html
合租·蓝光COCO蜜城 3居室 南卧,930 元/月,7.30㎡,青羊-贝森-蓝光COCO蜜城,https://cd.lianjia.com/zufang/CD1842645666946351104.html
整租·天紫界 1室0厅 东南,2050 元/月,32.00㎡,锦江-九眼桥-天紫界,https://cd.lianjia.com/zufang/CD1952061365543763968.html
独栋·龙湖冠寓 成都天府四街店 限时特惠！整租一个月起无中介阳光朝南loft 近字节抖音 1室1厅,1988-2088 元/月,40.00㎡,仅剩2间,https://cd.lianjia.com/apartment/51694.html
整租·融侨悦蓉城 1室1厅 东南,1450 元/月,30.51㎡,新都-大丰-融侨悦蓉城,https://cd.lianjia.com/zufang/CD1952313626228424704.html
整租·保利城四期中央郡 3室2厅 东,2800 元/月,104.54㎡,新都-大丰-保利城四期中央郡,https://cd.lianjia.com/zufang/CD1941350778975289344.html
整租·邮电职业技术学院宿舍 3室2厅 南,2400 元/月,102.44㎡,锦江-川师-邮电职业技术学院宿舍,https://cd.lianjia.com/zufang/CD1952378254362935296.html
