标题,价格,面积,区域,链接
整租·明筑轩小区 1室1厅 北,3800 元/月,51.73㎡,和平-南市-明筑轩小区,https://tj.lianjia.com/zufang/TJ1955109658318340096.html
整租·名士华庭玫瑰苑 2室1厅 南/北,2200 元/月,88.85㎡,滨海新区-新河街-名士华庭玫瑰苑,https://tj.lianjia.com/zufang/TJ1941419994243923968.html
独栋·CCB·建融家园 滨海新区海洋高新店 开业大酬宾，精装一室，民水民电 1室1厅,1200-2400 元/月,51.00-62.00㎡,仅剩4间,https://tj.lianjia.com/apartment/66461.html
整租·望都楼小区 2室1厅 南/北,600 元/月,51.05㎡,宝坻-北城路-望都楼小区,https://tj.lianjia.com/zufang/TJ1918185891021455360.html
整租·富力又一城合安园 3室1厅 南,1700 元/月,89.27㎡,津南-咸水沽-富力又一城合安园,https://tj.lianjia.com/zufang/TJ1947936452960583680.html
合租·龙湖天宸原著 4居室 北卧,790 元/月,5.90㎡,津南-海河教育园区-龙湖天宸原著,https://tj.lianjia.com/zufang/TJ1612590948510859264.html
整租·劳卫里 3室1厅 南,5700 元/月,107.00㎡,河西-马场街-劳卫里,https://tj.lianjia.com/zufang/TJ1955513660575055872.html
整租·融创半湾半岛 2室1厅 南/北,1800 元/月,88.00㎡,北辰-双街-融创半湾半岛,https://tj.lianjia.com/zufang/TJ1947859006122885120.html
整租·融创君澜 2室1厅 南,1600 元/月,94.00㎡,滨海新区-北塘街-融创君澜,https://tj.lianjia.com/zufang/TJ1955198940605317120.html
合租·富力桃园天富园 3居室 南卧,1096 元/月,13.50㎡,津南-双港-富力桃园天富园,https://tj.lianjia.com/zufang/TJ2702526789514690560.html
整租·桃源观邸 3室1厅 南,2400 元/月,93.00㎡,滨海新区-新北街-桃源观邸,https://tj.lianjia.com/zufang/TJ1955507318200205312.html
整租·招商果岭 3室1厅 南/北,1500 元/月,95.00㎡,静海-团泊东-招商果岭,https://tj.lianjia.com/zufang/TJ1955850469574180864.html
整租·锦绣花园 2室1厅 南/北,1500 元/月,85.00㎡,西青-杨柳青-锦绣花园,https://tj.lianjia.com/zufang/TJ1955919022469939200.html
整租·招商果岭 3室2厅 南/北,2000 元/月,118.86㎡,静海-团泊东-招商果岭,https://tj.lianjia.com/zufang/TJ1955826087728513024.html
整租·碧春园 1室1厅 南/北,1580 元/月,53.87㎡,红桥-双环邨-碧春园,https://tj.lianjia.com/zufang/TJ1918159847283490816.html
整租·名爵汇 2室1厅 南,2650 元/月,65.00㎡,西青-海泰高新区-名爵汇,https://tj.lianjia.com/zufang/TJ1955979327564677120.html
整租·经纬城市绿洲武清 1室2厅 南,1265 元/月,64.74㎡,武清-东蒲洼街-经纬城市绿洲武清,https://tj.lianjia.com/zufang/TJ1954847360886505472.html
整租·万科城盛锦苑 2室2厅 南,1400 元/月,107.00㎡,东丽-东丽湖-万科城盛锦苑,https://tj.lianjia.com/zufang/TJ1955930985371533312.html
整租·江川里 1室1厅 南,1750 元/月,58.79㎡,南开-王顶堤-江川里,https://tj.lianjia.com/zufang/TJ1954473869993574400.html
合租·龙湖天宸原著 4居室 北卧,790 元/月,5.90㎡,津南-海河教育园区-龙湖天宸原著,https://tj.lianjia.com/zufang/TJ1612590948510859264.html
整租·滨翔花园（远洋城4期） 2室1厅 南/北,1600 元/月,107.72㎡,滨海新区-胡家园-滨翔花园（远洋城4期）,https://tj.lianjia.com/zufang/TJ1956194763774361600.html
合租·富力桃园天富园 3居室 南卧,1096 元/月,13.50㎡,津南-双港-富力桃园天富园,https://tj.lianjia.com/zufang/TJ2702526789514690560.html
整租·和溪园 2室2厅 南/北,2600 元/月,83.00㎡,滨海新区-中新生态城-和溪园,https://tj.lianjia.com/zufang/TJ1954459641744195584.html
整租·合景誉峰 3室2厅 南/北,2600 元/月,98.00㎡,滨海新区-响螺湾-合景誉峰,https://tj.lianjia.com/zufang/TJ1955916505963036672.html
整租·汇贤里 2室1厅 北,2300 元/月,70.61㎡,河东-大直沽-汇贤里,https://tj.lianjia.com/zufang/TJ1954481651652231168.html
合租·社会山Bigparty 5居室 南卧,790 元/月,6.30㎡,西青-张家窝-社会山Bigparty,https://tj.lianjia.com/zufang/TJ1874708537783877632.html
合租·溪清苑 3居室 北卧,770 元/月,17.00㎡,西青-中北镇-溪清苑,https://tj.lianjia.com/zufang/TJ1943253252808114176.html
整租·水郡花园 2室1厅 南,3200 元/月,71.27㎡,南开-长虹街-水郡花园,https://tj.lianjia.com/zufang/TJ1955918578079236096.html
整租·云阳东里 1室1厅 南/北,2400 元/月,43.50㎡,南开-嘉陵道街-云阳东里,https://tj.lianjia.com/zufang/TJ1956016567233806336.html
合租·利海家园 3居室 东卧,1190 元/月,13.00㎡,西青-侯台-利海家园,https://tj.lianjia.com/zufang/TJ1817754355558776832.html
整租·碧雅欣苑 3室1厅 南/北,1500 元/月,126.00㎡,宝坻-南关大街-碧雅欣苑,https://tj.lianjia.com/zufang/TJ1955849905780031488.html
整租·沱江里 1室1厅 南,1900 元/月,40.00㎡,南开-嘉陵道街-沱江里,https://tj.lianjia.com/zufang/TJ1955960916470136832.html
合租·芥园里 3居室 北卧,1030 元/月,7.80㎡,南开-向阳路-芥园里,https://tj.lianjia.com/zufang/TJ1623481523070042112.html
整租·碧桂园星河Park 2室1厅 跃层 北,2200 元/月,41.00㎡,静海-团泊西-碧桂园星河Park,https://tj.lianjia.com/zufang/TJ1955504552748777472.html
整租·中骏·四季风华 3室1厅 南/北,1300 元/月,97.00㎡,滨海新区-汉沽街-中骏·四季风华,https://tj.lianjia.com/zufang/TJ1955650486052847616.html
合租·保利拾光年 4居室 北卧,860 元/月,5.10㎡,西青-海泰高新区-保利拾光年,https://tj.lianjia.com/zufang/TJ1949712969822633984.html
整租·润园里 2室1厅 西,1600 元/月,62.31㎡,河北-宁园-润园里,https://tj.lianjia.com/zufang/TJ1955792438807232512.html
整租·好新家园 2室1厅 南,1600 元/月,94.00㎡,东丽-万新街-好新家园,https://tj.lianjia.com/zufang/TJ1955854644643102720.html
整租·天房美域华庭 1室1厅 南,2400 元/月,63.72㎡,西青-李七庄-天房美域华庭,https://tj.lianjia.com/zufang/TJ1954830353801674752.html
整租·惠众家园 2室1厅 东,1700 元/月,50.48㎡,河西-新梅江-惠众家园,https://tj.lianjia.com/zufang/TJ2738971897235505152.html
整租·天津雅颂居 1室1厅 东北,6500 元/月,78.00㎡,河东-大王庄-天津雅颂居,https://tj.lianjia.com/zufang/TJ1951675167465799680.html
整租·金隅悦城丽悦园 3室2厅 南/北,2500 元/月,145.00㎡,东丽-万新街-金隅悦城丽悦园,https://tj.lianjia.com/zufang/TJ1955599657065250816.html
整租·福星里 2室2厅 南/北,1500 元/月,70.00㎡,滨海新区-新村街-福星里,https://tj.lianjia.com/zufang/TJ1955161472501809152.html
整租·四季风情（贻港新城） 2室1厅 南/北,1800 元/月,75.04㎡,滨海新区-新河街-四季风情（贻港新城）,https://tj.lianjia.com/zufang/TJ1954814426234224640.html
整租·锦江南里 1室1厅 南,1000 元/月,41.64㎡,河北-月牙河-锦江南里,https://tj.lianjia.com/zufang/TJ1956169368928780288.html
整租·欣圆小区 1室1厅 南,1200 元/月,56.00㎡,东丽-万新街-欣圆小区,https://tj.lianjia.com/zufang/TJ1955826438699483136.html
整租·中山门东里 2室1厅 南/北,1645 元/月,62.71㎡,河东-中山门街-中山门东里,https://tj.lianjia.com/zufang/TJ1692871347048284160.html
整租·才华里 1室1厅 南,1800 元/月,41.00㎡,河西-天塔街-才华里,https://tj.lianjia.com/zufang/TJ1955878579992526848.html
整租·太阳城皓阳园 3室1厅 东/南/北,2700 元/月,85.00㎡,河东-太阳城-太阳城皓阳园,https://tj.lianjia.com/zufang/TJ1696459772775104512.html
合租·芥园里 3居室 北卧,1030 元/月,7.80㎡,南开-向阳路-芥园里,https://tj.lianjia.com/zufang/TJ1623481523070042112.html
整租·湖心巷 2室1厅 西北,2266 元/月,65.79㎡,南开-万兴街-湖心巷,https://tj.lianjia.com/zufang/TJ1682238195636371456.html
合租·保利拾光年 4居室 北卧,860 元/月,5.10㎡,西青-海泰高新区-保利拾光年,https://tj.lianjia.com/zufang/TJ1949712969822633984.html
整租·新城小区 2室1厅 西南,1600 元/月,59.77㎡,河西-挂甲寺-新城小区,https://tj.lianjia.com/zufang/TJ1678100545824358400.html
整租·葆节楼 1室1厅 南,1300 元/月,35.09㎡,红桥-西于庄-葆节楼,https://tj.lianjia.com/zufang/TJ1955830652100149248.html
整租·金地艺城华府北润华庭 2室1厅 南,2130 元/月,82.49㎡,北辰-宜兴埠-金地艺城华府北润华庭,https://tj.lianjia.com/zufang/TJ1680070916832231424.html
合租·明家庄园 3居室 南卧,960 元/月,9.00㎡,河东-二号桥街-明家庄园,https://tj.lianjia.com/zufang/TJ1662623298124513280.html
合租·保利·和光尘樾 4居室 南卧,1090 元/月,9.88㎡,西青-精武镇-保利·和光尘樾,https://tj.lianjia.com/zufang/TJ1952960997819940864.html
整租·天津新鸥鹏教育城 3室2厅 南/北,1000 元/月,89.00㎡,津南-辛庄-天津新鸥鹏教育城,https://tj.lianjia.com/zufang/TJ1955506357679423488.html
整租·碧桂园·云河park 1室1厅 南,1500 元/月,40.90㎡,武清-东蒲洼街-碧桂园·云河park,https://tj.lianjia.com/zufang/TJ1927968321785823232.html
合租·金地艺城华府北润华庭 4居室 北卧,830 元/月,8.72㎡,北辰-宜兴埠-金地艺城华府北润华庭,https://tj.lianjia.com/zufang/TJ1777822526018158592.html
整租·津泊湾 2室1厅 南,650 元/月,70.00㎡,静海-团泊东-津泊湾,https://tj.lianjia.com/zufang/TJ1907352942717960192.html
整租·新城悦隽央著 3室2厅 南/北,2800 元/月,106.21㎡,武清-东蒲洼街-新城悦隽央著,https://tj.lianjia.com/zufang/TJ1945789495710318592.html
合租·蓝庭国际 4居室 西卧,830 元/月,7.00㎡,东丽-新立街-蓝庭国际,https://tj.lianjia.com/zufang/TJ1824459231022022656.html
整租·丰达园 1室1厅 南,1500 元/月,60.00㎡,津南-咸水沽-丰达园,https://tj.lianjia.com/zufang/TJ1955184666994540544.html
整租·万科金域国际 3室2厅 南/北,2300 元/月,97.53㎡,滨海新区-中部新城-万科金域国际,https://tj.lianjia.com/zufang/TJ1943259292979167232.html
整租·惠众家园 2室1厅 东,1700 元/月,50.48㎡,河西-新梅江-惠众家园,https://tj.lianjia.com/zufang/TJ2738971897235505152.html
整租·华城馨苑 2室1厅 南,900 元/月,93.00㎡,滨海新区-汉沽街-华城馨苑,https://tj.lianjia.com/zufang/TJ1914888813063176192.html
整租·兰园 2室1厅 西南,4128 元/月,73.84㎡,南开-广开街-兰园,https://tj.lianjia.com/zufang/TJ1951138567593918464.html
整租·景福里 1室1厅 西,1800 元/月,51.54㎡,河西-挂甲寺-景福里,https://tj.lianjia.com/zufang/TJ1955954181361631232.html
整租·泓天园 1室1厅 南,1450 元/月,39.38㎡,津南-双林-泓天园,https://tj.lianjia.com/zufang/TJ1954860348200714240.html
整租·跃丽家园 2室2厅 东/南/北,2360 元/月,80.00㎡,东丽-张贵庄-跃丽家园,https://tj.lianjia.com/zufang/TJ1930214151104233472.html
整租·景瑞花园 2室2厅 南/北,900 元/月,85.69㎡,武清-武清其它-景瑞花园,https://tj.lianjia.com/zufang/TJ1749995377739694080.html
整租·华纳豪园3期 3室2厅 南,6500 元/月,185.97㎡,滨海新区-开发区-华纳豪园3期,https://tj.lianjia.com/zufang/TJ1939987046986678272.html
整租·王园北里家园公寓 2室2厅 南/北,1500 元/月,95.00㎡,滨海新区-汉沽街-王园北里家园公寓,https://tj.lianjia.com/zufang/TJ1942498208701743104.html
整租·景晴轩 2室1厅 南,1545 元/月,90.00㎡,东丽-军粮城-景晴轩,https://tj.lianjia.com/zufang/TJ1808825331600064512.html
整租·广云花园 2室2厅 南/北,4200 元/月,95.00㎡,南开-广开街-广云花园,https://tj.lianjia.com/zufang/TJ1954462812067594240.html
整租·雅境新枫尚 2室1厅 东南/南,3200 元/月,88.65㎡,河西-新梅江-雅境新枫尚,https://tj.lianjia.com/zufang/TJ1948249919366103040.html
整租·涟源里 1室1厅 南,1400 元/月,44.00㎡,红桥-西沽街-涟源里,https://tj.lianjia.com/zufang/TJ1948978826641932288.html
整租·广云花园 2室1厅 南/北,3500 元/月,97.52㎡,南开-广开街-广云花园,https://tj.lianjia.com/zufang/TJ1948347018338369536.html
合租·远洋新干线 4居室 北卧,930 元/月,东丽-空港经济区-远洋新干线,精选,https://tj.lianjia.com/zufang/TJ1629275761628151808.html
整租·宝德里 1室1厅 南,1648 元/月,34.87㎡,河西-大营门-宝德里,https://tj.lianjia.com/zufang/TJ1935599012291805184.html
合租·祺寿里 2居室 南卧,1360 元/月,河西-大营门-祺寿里,精选,https://tj.lianjia.com/zufang/TJ2701106222975172608.html
整租·翡翠城 3室1厅 南/北,2700 元/月,102.00㎡,北辰-瑞景居住区-翡翠城,https://tj.lianjia.com/zufang/TJ1948589856875610112.html
整租·庆福南里 3室2厅 南/北,3500 元/月,143.84㎡,滨海新区-海滨街-庆福南里,https://tj.lianjia.com/zufang/TJ1940628884709965824.html
整租·中海四信公寓 2室1厅 南/北,3200 元/月,77.00㎡,河西-陈塘庄-中海四信公寓,https://tj.lianjia.com/zufang/TJ1948605775949594624.html
整租·津门少年强 1室1厅 南,2690 元/月,52.80㎡,河西-挂甲寺-津门少年强,https://tj.lianjia.com/zufang/TJ1948441643094900736.html
整租·保山南里 2室1厅 南/北,2400 元/月,64.24㎡,南开-王顶堤-保山南里,https://tj.lianjia.com/zufang/TJ1912838550445883392.html
整租·珑著 3室2厅 南/北,3800 元/月,135.59㎡,北辰-瑞景居住区-珑著,https://tj.lianjia.com/zufang/TJ1955831252909031424.html
整租·招商果岭 1室0厅 南,550 元/月,60.26㎡,静海-团泊东-招商果岭,https://tj.lianjia.com/zufang/TJ1955119371441405952.html
整租·丁字沽十二段 1室1厅 南,1100 元/月,21.62㎡,红桥-丁字沽街-丁字沽十二段,https://tj.lianjia.com/zufang/TJ1948628606095720448.html
整租·大成广场 1室0厅 东,3300 元/月,69.44㎡,红桥-西沽街-大成广场,https://tj.lianjia.com/zufang/TJ1877321712878485504.html
整租·格调林泉 3室2厅 东南,2200 元/月,118.00㎡,滨海新区-开发区-格调林泉,https://tj.lianjia.com/zufang/TJ1955230396203401216.html
整租·顶秀欣园 2室1厅 南,1450 元/月,69.19㎡,东丽-华明镇-顶秀欣园,https://tj.lianjia.com/zufang/TJ1948036841571614720.html
整租·景兴西里社区 2室1厅 南/北,1700 元/月,40.00㎡,河西-挂甲寺-景兴西里社区,https://tj.lianjia.com/zufang/TJ1955840789128937472.html
整租·阳光城文澜公馆 3室2厅 南/北,3600 元/月,108.00㎡,北辰-瑞景居住区-阳光城文澜公馆,https://tj.lianjia.com/zufang/TJ1949717845633925120.html
整租·津塘路(大王庄) 2室1厅 西南,2600 元/月,60.00㎡,河东-大王庄-津塘路(大王庄),https://tj.lianjia.com/zufang/TJ1948030665668689920.html
整租·天津碧桂园 2室2厅 南/北,1400 元/月,100.00㎡,津南-八里台-天津碧桂园,https://tj.lianjia.com/zufang/TJ1951484494494040064.html
整租·观湖苑 2室2厅 南/北,1300 元/月,89.00㎡,东丽-东丽湖-观湖苑,https://tj.lianjia.com/zufang/TJ1928362283637932032.html
整租·同盛里东区 2室1厅 南/北,1500 元/月,80.93㎡,滨海新区-海滨街-同盛里东区,https://tj.lianjia.com/zufang/TJ1939956704695287808.html
整租·荣兴温泉公寓 1室1厅 南,1650 元/月,45.22㎡,河东-大王庄-荣兴温泉公寓,https://tj.lianjia.com/zufang/TJ1948024090828734464.html
整租·泓荷园 1室1厅 东,1600 元/月,38.00㎡,津南-双林-泓荷园,https://tj.lianjia.com/zufang/TJ1951862715211317248.html
整租·春和仁居 2室1厅 南/北,2800 元/月,99.77㎡,河北-建昌道-春和仁居,https://tj.lianjia.com/zufang/TJ1955817242520190976.html
整租·万科金奥广场 1室1厅 跃层 东,2500 元/月,43.03㎡,西青-津门湖-万科金奥广场,https://tj.lianjia.com/zufang/TJ1953734169804668928.html
整租·首创国际半岛梅诺卡小镇 2室2厅 南,1300 元/月,86.00㎡,武清-高村-首创国际半岛梅诺卡小镇,https://tj.lianjia.com/zufang/TJ1933468355633610752.html
整租·金浩园 2室1厅 南,1200 元/月,97.00㎡,津南-咸水沽-金浩园,https://tj.lianjia.com/zufang/TJ1955880159160565760.html
整租·徐州西道 2室1厅 南/北,2100 元/月,68.00㎡,滨海新区-杭州道-徐州西道,https://tj.lianjia.com/zufang/TJ1940715948965101568.html
整租·卧龙南里 1室1厅 南/北,2300 元/月,35.00㎡,南开-万兴街-卧龙南里,https://tj.lianjia.com/zufang/TJ1955978259850067968.html
整租·名士华庭玫瑰苑 3室1厅 南/北,2500 元/月,122.00㎡,滨海新区-新河街-名士华庭玫瑰苑,https://tj.lianjia.com/zufang/TJ1948263683230531584.html
整租·零号路 1室0厅 南,800 元/月,25.00㎡,红桥-丁字沽街-零号路,https://tj.lianjia.com/zufang/TJ1955823443471499264.html
整租·引河里 1室1厅 南/北,800 元/月,36.00㎡,北辰-北仓镇-引河里,https://tj.lianjia.com/zufang/TJ1949456671596085248.html
整租·新华里(塘沽区) 3室1厅 南/北,3300 元/月,130.00㎡,滨海新区-新村街-新华里(塘沽区),https://tj.lianjia.com/zufang/TJ1955489472707559424.html
整租·世纪花园(汉沽区) 2室1厅 错层 南,1200 元/月,93.00㎡,滨海新区-汉沽街-世纪花园(汉沽区),https://tj.lianjia.com/zufang/TJ1891430447053799424.html
整租·金灿花园 3室1厅 南,1200 元/月,80.00㎡,西青-大寺-金灿花园,https://tj.lianjia.com/zufang/TJ1954092013557121024.html
整租·芳庭雅苑 2室1厅 南/北,4800 元/月,89.68㎡,南开-长虹街-芳庭雅苑,https://tj.lianjia.com/zufang/TJ1955857246571200512.html
整租·兴园里 3室2厅 南/北,1600 元/月,100.00㎡,滨海新区-杭州道-兴园里,https://tj.lianjia.com/zufang/TJ1955585963178590208.html
整租·中交C谷 1室1厅 南,2000 元/月,50.78㎡,滨海新区-东疆港-中交C谷,https://tj.lianjia.com/zufang/TJ1886732558834597888.html
整租·禹洲尊府 3室2厅 南/北,1600 元/月,130.39㎡,静海-静海-禹洲尊府,https://tj.lianjia.com/zufang/TJ1933818015988580352.html
整租·金辉·优步湖畔 2室1厅 南,800 元/月,79.00㎡,滨海新区-北塘街-金辉·优步湖畔,https://tj.lianjia.com/zufang/TJ1938161009340448768.html
整租·海吉星星世界 6室1厅 南,14700 元/月,401.48㎡,静海-静海其他-海吉星星世界,https://tj.lianjia.com/zufang/TJ1909096062614765568.html
整租·绅湖公馆 2室1厅 南,800 元/月,87.00㎡,滨海新区-北塘街-绅湖公馆,https://tj.lianjia.com/zufang/TJ1896037921677377536.html
整租·东润名邸 3室1厅 南/北,4500 元/月,148.00㎡,河东-大直沽-东润名邸,https://tj.lianjia.com/zufang/TJ1955904677312724992.html
整租·饶河公寓 1室1厅 南,6500 元/月,86.00㎡,北辰-集贤里-饶河公寓,https://tj.lianjia.com/zufang/TJ1907251267533537280.html
整租·万科金色雅筑南苑 2室1厅 南,2700 元/月,90.00㎡,东丽-万新街-万科金色雅筑南苑,https://tj.lianjia.com/zufang/TJ1955856089324978176.html
整租·万科城邻水苑 3室2厅 南/北,800 元/月,93.58㎡,东丽-东丽湖-万科城邻水苑,https://tj.lianjia.com/zufang/TJ1894670151555481600.html
整租·水城鸿嘉广场 1室1厅 西南,2500 元/月,126.00㎡,武清-黄庄-水城鸿嘉广场,https://tj.lianjia.com/zufang/TJ1953319299057713152.html
整租·三乐里 3室1厅 南/北,4200 元/月,93.60㎡,和平-新兴街-三乐里,https://tj.lianjia.com/zufang/TJ1955847773014196224.html
整租·云舒花园 3室2厅 复式 南,1100 元/月,107.00㎡,武清-下朱庄-云舒花园,https://tj.lianjia.com/zufang/TJ1929843363524116480.html
整租·实地·海棠雅著 3室2厅 南/北,900 元/月,85.05㎡,宝坻-京津新城-实地·海棠雅著,https://tj.lianjia.com/zufang/TJ1908713614810808320.html
整租·弘景苑 2室1厅 南/北,2500 元/月,110.00㎡,滨海新区-开发区-弘景苑,https://tj.lianjia.com/zufang/TJ1955513843090194432.html
整租·太阳城金旭园 4室2厅 南/北,2400 元/月,164.00㎡,河东-太阳城-太阳城金旭园,https://tj.lianjia.com/zufang/TJ1755535385972178944.html
整租·七纬路 2室1厅 南/西/北,2000 元/月,51.00㎡,河东-大王庄-七纬路,https://tj.lianjia.com/zufang/TJ1955923578884980736.html
整租·力高一期雍海苑 6室3厅 南/北,6000 元/月,492.00㎡,滨海新区-中新生态城-力高一期雍海苑,https://tj.lianjia.com/zufang/TJ1844658927392784384.html
整租·保利·东郡 3室1厅 南/北,1200 元/月,119.11㎡,滨海新区-汉沽街-保利·东郡,https://tj.lianjia.com/zufang/TJ1946405532751364096.html
整租·荷塘苑 3室1厅 南/北,1000 元/月,89.00㎡,滨海新区-北塘街-荷塘苑,https://tj.lianjia.com/zufang/TJ1950863362325741568.html
整租·兴盛里(大港区) 1室1厅 南,1000 元/月,40.00㎡,滨海新区-大港街-兴盛里(大港区),https://tj.lianjia.com/zufang/TJ1896842888403222528.html
合租·映日嘉园 3居室 南卧,1390 元/月,河东-二号桥街-映日嘉园,精选,https://tj.lianjia.com/zufang/TJ1784543551795757056.html
整租·华侨城善水苑 2室1厅 南,1400 元/月,84.00㎡,东丽-东丽湖-华侨城善水苑,https://tj.lianjia.com/zufang/TJ1896835368913731584.html
合租·丹荔园 3居室 北卧,990 元/月,河东-太阳城-丹荔园,精选,https://tj.lianjia.com/zufang/TJ1830252586238738432.html
整租·恒大绿洲馨园 4室2厅 南/北,3000 元/月,170.00㎡,东丽-东丽湖-恒大绿洲馨园,https://tj.lianjia.com/zufang/TJ1785907012551311360.html
整租·世茂璟苑 4室2厅 南/北,5000 元/月,167.00㎡,滨海新区-中新生态城-世茂璟苑,https://tj.lianjia.com/zufang/TJ1786619702835937280.html
整租·康乐里 1室1厅 东北,1900 元/月,34.87㎡,和平-劝业场-康乐里,https://tj.lianjia.com/zufang/TJ1786646994266095616.html
整租·港基中心 1室1厅 南,4200 元/月,181.90㎡,津南-双港-港基中心,https://tj.lianjia.com/zufang/TJ1785872993671446528.html
合租·曹庄欣苑 3居室 北卧,920 元/月,12.00㎡,西青-中北镇-曹庄欣苑,https://tj.lianjia.com/zufang/TJ1888553950018273280.html
整租·花溪畔 2室1厅 南,500 元/月,87.81㎡,武清-静湖-花溪畔,https://tj.lianjia.com/zufang/TJ1786681304603951104.html
合租·美的旭辉翰悦府 4居室 南卧,1230 元/月,8.50㎡,西青-精武镇-美的旭辉翰悦府,https://tj.lianjia.com/zufang/TJ1924075741931110400.html
整租·蓝岸森林 1室1厅 南/北,1300 元/月,53.00㎡,北辰-天穆镇-蓝岸森林,https://tj.lianjia.com/zufang/TJ1785892283141324800.html
合租·龙湖天宸原著 4居室 北卧,930 元/月,8.20㎡,津南-海河教育园区-龙湖天宸原著,https://tj.lianjia.com/zufang/TJ1925450263540269056.html
合租·正荣府 3居室 南卧,960 元/月,10.20㎡,北辰-天穆镇-正荣府,https://tj.lianjia.com/zufang/TJ1782320399657205760.html
整租·引河里 1室1厅 南/北,900 元/月,35.00㎡,北辰-北仓镇-引河里,https://tj.lianjia.com/zufang/TJ1787070899837468672.html
合租·聚英里 2居室 西卧,1730 元/月,8.50㎡,南开-兴南街-聚英里,https://tj.lianjia.com/zufang/TJ1784838533974851584.html
合租·新城小区 2居室 东卧,1660 元/月,22.80㎡,河西-挂甲寺-新城小区,https://tj.lianjia.com/zufang/TJ1826368268957384704.html
整租·恒大翡翠湾 3室2厅 南/北,500 元/月,126.00㎡,武清-南湖-恒大翡翠湾,https://tj.lianjia.com/zufang/TJ1786346459243741184.html
整租·悦光年 1室0厅 南,500 元/月,41.00㎡,武清-东蒲洼街-悦光年,https://tj.lianjia.com/zufang/TJ1787070981274075136.html
整租·新文化花园新景居 1室1厅 东南,2580 元/月,35.50㎡,和平-南市-新文化花园新景居,https://tj.lianjia.com/zufang/TJ1785959660075876352.html
整租·顺义南里 1室0厅 南,1100 元/月,30.00㎡,北辰-天穆镇-顺义南里,https://tj.lianjia.com/zufang/TJ1786992062466359296.html
整租·欢颜里(北辰区) 2室1厅 东,1500 元/月,62.82㎡,北辰-天穆镇-欢颜里(北辰区),https://tj.lianjia.com/zufang/TJ1786002167665000448.html
合租·万春花园 4居室 南卧,1560 元/月,25.42㎡,河东-春华街-万春花园,https://tj.lianjia.com/zufang/TJ1826965235748044800.html
整租·首创国际半岛梅诺卡小镇 2室1厅 东/南,600 元/月,80.50㎡,武清-高村-首创国际半岛梅诺卡小镇,https://tj.lianjia.com/zufang/TJ1787747278488862720.html
整租·华亭国际 3室2厅 南/北,1800 元/月,137.10㎡,西青-中北镇-华亭国际,https://tj.lianjia.com/zufang/TJ1787721087958646784.html
整租·富兴领寓 1室1厅 南,550 元/月,46.00㎡,武清-下朱庄-富兴领寓,https://tj.lianjia.com/zufang/TJ1787343904304005120.html
整租·逸林苑 2室2厅 南,1400 元/月,86.00㎡,武清-南湖-逸林苑,https://tj.lianjia.com/zufang/TJ1788109401937149952.html
