Title,Price,Area,Region,Link
整租·紫竹苑 3室2厅 错层 南,4000 元/月,127.61㎡,高新-紫荆-紫竹苑,https://cd.lianjia.com/zufang/CD1948710849564639232.html
整租·东山国际新城H区二期 3室2厅 东南,1800 元/月,97.21㎡,龙泉驿-东山-东山国际新城H区二期,https://cd.lianjia.com/zufang/CD1955479729230315520.html
整租·中海万锦熙岸 3室2厅 北,3600 元/月,132.20㎡,天府新区-锦江生态带-中海万锦熙岸,https://cd.lianjia.com/zufang/CD1955209798035177472.html
整租·玲珑苑 3室2厅 东南,600 元/月,102.83㎡,新津-五津-玲珑苑,https://cd.lianjia.com/zufang/CD1951240238466596864.html
整租·千居朝阳 3室2厅 东南,3500 元/月,122.69㎡,成华-万象城-千居朝阳,https://cd.lianjia.com/zufang/CD1954506422452486144.html
整租·静水香榭 3室2厅 东南,1400 元/月,125.61㎡,温江-温江老城-静水香榭,https://cd.lianjia.com/zufang/CD1955528829652959232.html
整租·保利城四期中央郡 3室2厅 东,2800 元/月,104.54㎡,新都-大丰-保利城四期中央郡,https://cd.lianjia.com/zufang/CD1941350778975289344.html
整租·悦彩广场 1室1厅 东,1700 元/月,36.81㎡,温江-温江大学城-悦彩广场,https://cd.lianjia.com/zufang/CD1955922433915486208.html
整租·千居朝阳 3室2厅 东南,3500 元/月,122.69㎡,成华-万象城-千居朝阳,https://cd.lianjia.com/zufang/CD1954506422452486144.html
整租·龙湖时代天街 1室1厅 东南,1800 元/月,37.93㎡,高新西-高新西-龙湖时代天街,https://cd.lianjia.com/zufang/CD1952043007557500928.html
合租·龙舟苑 4居室 东南/西南卧,450 元/月,15.00㎡,锦江-攀成钢-龙舟苑,https://cd.lianjia.com/zufang/CD1923359398667747328.html
整租·万科天荟 1室0厅 东南/南/西南,1900 元/月,37.14㎡,成华-东郊记忆-万科天荟,https://cd.lianjia.com/zufang/CD1953750694951387136.html
合租·蓝光COCO蜜城 3居室 南卧,930 元/月,7.30㎡,青羊-贝森-蓝光COCO蜜城,https://cd.lianjia.com/zufang/CD1842645666946351104.html
整租·天紫界 1室0厅 东南,2050 元/月,32.00㎡,锦江-九眼桥-天紫界,https://cd.lianjia.com/zufang/CD1952061365543763968.html
独栋·龙湖冠寓 成都天府四街店 限时特惠！整租一个月起无中介阳光朝南loft 近字节抖音 1室1厅,1988-2088 元/月,40.00㎡,仅剩2间,https://cd.lianjia.com/apartment/51694.html
整租·融侨悦蓉城 1室1厅 东南,1450 元/月,30.51㎡,新都-大丰-融侨悦蓉城,https://cd.lianjia.com/zufang/CD1952313626228424704.html
整租·保利城四期中央郡 3室2厅 东,2800 元/月,104.54㎡,新都-大丰-保利城四期中央郡,https://cd.lianjia.com/zufang/CD1941350778975289344.html
整租·邮电职业技术学院宿舍 3室2厅 南,2400 元/月,102.44㎡,锦江-川师-邮电职业技术学院宿舍,https://cd.lianjia.com/zufang/CD1952378254362935296.html
整租·布鲁明顿广场 1室1厅 南,3100 元/月,60.53㎡,高新-金融城-布鲁明顿广场,https://cd.lianjia.com/zufang/CD1954102637766901760.html
整租·热电厂宿舍 2室1厅 东南,2200 元/月,64.76㎡,成华-万象城-热电厂宿舍,https://cd.lianjia.com/zufang/CD1953421508206395392.html
整租·天投中海▪天府合印 3室1厅 南/北,2500 元/月,97.00㎡,天府新区-麓山-天投中海▪天府合印,https://cd.lianjia.com/zufang/CD1897866689215725568.html
整租·好莱坞商业广场 2室1厅 东南,2200 元/月,68.13㎡,高新-紫荆-好莱坞商业广场,https://cd.lianjia.com/zufang/CD1952234253794148352.html
合租·凯德世纪名邸东庭 5居室 北卧,960 元/月,8.00㎡,高新-大源-凯德世纪名邸东庭,https://cd.lianjia.com/zufang/CD1943602416997892096.html
整租·首创万卷山 3室2厅 西南,1800 元/月,84.36㎡,龙泉驿-大面-首创万卷山,https://cd.lianjia.com/zufang/CD1954103514082836480.html
整租·万科理想城一期 4室2厅 西南,3000 元/月,92.22㎡,郫都-犀浦-万科理想城一期,https://cd.lianjia.com/zufang/CD1955196454104465408.html
合租·清江雅居 2居室 南/东北卧,1000 元/月,96.09㎡,青羊-府南新区-清江雅居,https://cd.lianjia.com/zufang/CD1950132740804313088.html
整租·龙湖时代天街 2室1厅 西南,2200 元/月,67.01㎡,高新西-高新西-龙湖时代天街,https://cd.lianjia.com/zufang/CD1954820245243822080.html
整租·皇冠湖壹号 3室1厅 东南,950 元/月,89.00㎡,龙泉驿-东安湖-皇冠湖壹号,https://cd.lianjia.com/zufang/CD1936739985470259200.html
独栋·龙湖冠寓 成都武侯新城店 当天入住 可月租 落地窗套一 武青南路 大悦城 押一付一 开间,1600 元/月,31.00-37.00㎡,仅剩4间,https://cd.lianjia.com/apartment/25383.html
整租·保利两河森林 4室2厅 东南,4500 元/月,137.59㎡,金牛-高家庄-保利两河森林,https://cd.lianjia.com/zufang/CD1949094840612421632.html
整租·韩国城三期 2室1厅 东南,1500 元/月,38.82㎡,双流-航空港-韩国城三期,https://cd.lianjia.com/zufang/CD1954419368796356608.html
整租·钱江凤凰城 7室2厅 跃层 东南/南,6000 元/月,310.00㎡,青白江-青白江-钱江凤凰城,https://cd.lianjia.com/zufang/CD1603744726828187648.html
整租·中大君悦金沙三期 2室1厅 西南,2900 元/月,86.01㎡,青羊-金沙-中大君悦金沙三期,https://cd.lianjia.com/zufang/CD1954534814199578624.html
整租·四季家园 3室2厅 东,3100 元/月,107.45㎡,高新-紫荆-四季家园,https://cd.lianjia.com/zufang/CD1952654167390552064.html
整租·川大花园（南园） 4室1厅 南/西南,4500 元/月,148.59㎡,武侯-川大-川大花园（南园）,https://cd.lianjia.com/zufang/CD1954456016330424320.html
合租·新希望锦悦楠庭 3居室 南卧,1280 元/月,97.05㎡,武侯-簇桥-新希望锦悦楠庭,https://cd.lianjia.com/zufang/CD1940993508739383296.html
合租·天悦龙栖台 3居室 东南卧,680 元/月,15.00㎡,龙泉驿-龙泉驿城区-天悦龙栖台,https://cd.lianjia.com/zufang/CD1841315360150650880.html
整租·蓝光SOFA社区 2室1厅 东南,2900 元/月,78.61㎡,青羊-外光华-蓝光SOFA社区,https://cd.lianjia.com/zufang/CD1954737118651613184.html
整租·保利香樟郡 4室2厅 东北,2100 元/月,121.82㎡,新都-保利公园-保利香樟郡,https://cd.lianjia.com/zufang/CD1855935405451378688.html
整租·金牛区教师宿舍 0室0厅 西南,700 元/月,93.29㎡,金牛-营门口-金牛区教师宿舍,https://cd.lianjia.com/zufang/CD1954132550070829056.html
独栋·龙湖冠寓 成都天府四街店 限时特惠！整租一个月起无中介阳光朝南loft 近字节抖音 1室1厅,1988-2088 元/月,40.00㎡,仅剩2间,https://cd.lianjia.com/apartment/51694.html
整租·保利青江和府 3室2厅 东南,900 元/月,97.63㎡,青白江-青白江-保利青江和府,https://cd.lianjia.com/zufang/CD1882028885395111936.html
合租·凯德世纪名邸东庭 5居室 北卧,960 元/月,8.00㎡,高新-大源-凯德世纪名邸东庭,https://cd.lianjia.com/zufang/CD1943602416997892096.html
整租·人居越秀和樾林语 3室2厅 西,3200 元/月,112.86㎡,天府新区-麓山-人居越秀和樾林语,https://cd.lianjia.com/zufang/CD1921038058090659840.html
合租·香月湖 5居室 南卧,750 元/月,16.00㎡,高新-大源-香月湖,https://cd.lianjia.com/zufang/CD1950492764877619200.html
合租·三盛都会城 3居室 东南卧,500 元/月,9.00㎡,龙泉驿-东山-三盛都会城,https://cd.lianjia.com/zufang/CD1941694352996696064.html
整租·蓝光长岛国际三期 4室2厅 南,1700 元/月,143.00㎡,双流-蛟龙港-蓝光长岛国际三期,https://cd.lianjia.com/zufang/CD1894356831904464896.html
合租·凯丽滨江花园 4居室 东卧,800 元/月,147.65㎡,高新-天府长城-凯丽滨江花园,https://cd.lianjia.com/zufang/CD1899731581484924928.html
整租·北城映像东区 2室1厅 东南,1200 元/月,77.37㎡,青白江-青白江-北城映像东区,https://cd.lianjia.com/zufang/CD1850507954902532096.html
整租·逸水鼎城 2室1厅 南,1100 元/月,85.00㎡,简阳-城东片区-逸水鼎城,https://cd.lianjia.com/zufang/CD1932006323466010624.html
整租·蓝光T-max 2室1厅 南,2300 元/月,84.00㎡,双流-航空港-蓝光T-max,https://cd.lianjia.com/zufang/CD1922845253102993408.html
整租·恒大御景 3室2厅 东南,1700 元/月,108.00㎡,温江-温江大学城-恒大御景,https://cd.lianjia.com/zufang/CD1953660493390413824.html
整租·汇锦广场 1室1厅 跃层 南,1500 元/月,71.46㎡,高新-大源-汇锦广场,https://cd.lianjia.com/zufang/CD1903486110131027968.html
整租·绿地468公馆一期 3室1厅 东南,900 元/月,89.28㎡,锦江-三圣乡-绿地468公馆一期,https://cd.lianjia.com/zufang/CD1945531442675056640.html
整租·人居蜀津峰荟蜀澜阁 2室1厅 南,1200 元/月,67.00㎡,新津-普兴-人居蜀津峰荟蜀澜阁,https://cd.lianjia.com/zufang/CD1943977165737426944.html
整租·华润置地&建发天府和鸣 3室1厅 南/北,3700 元/月,87.66㎡,天府新区-锦江生态带-华润置地&建发天府和鸣,https://cd.lianjia.com/zufang/CD1902315890691538944.html
整租·万达公园里1期 3室2厅 东南,1600 元/月,89.00㎡,青白江-青白江-万达公园里1期,https://cd.lianjia.com/zufang/CD1944354294568321024.html
整租·润扬19 3室2厅 南,2600 元/月,114.00㎡,双流-航空港-润扬19,https://cd.lianjia.com/zufang/CD1950873365300379648.html
独栋·龙湖冠寓 成都武侯新城店 当天入住 可月租 落地窗套一 武青南路 大悦城 押一付一 开间,1600 元/月,31.00-37.00㎡,仅剩4间,https://cd.lianjia.com/apartment/25383.html
整租·江天路1号 3室2厅 南/西北,3000 元/月,128.69㎡,武侯-川音-江天路1号,https://cd.lianjia.com/zufang/CD1950135009541095424.html
整租·九号花园 2室2厅 东南,900 元/月,85.00㎡,简阳-河东新区-九号花园,https://cd.lianjia.com/zufang/CD1877222869772009472.html
整租·保利和光逸境 1室1厅 南,1650 元/月,36.33㎡,高新-广都-保利和光逸境,https://cd.lianjia.com/zufang/CD1913895719245185024.html
整租·融创香璟台西苑二期 4室2厅 南,4800 元/月,150.90㎡,高新-中德-融创香璟台西苑二期,https://cd.lianjia.com/zufang/CD1914182362984349696.html
整租·光华杏林 1室0厅 东南,1200 元/月,81.36㎡,青羊-外光华-光华杏林,https://cd.lianjia.com/zufang/CD1919225885165092864.html
整租·华逸花园(华逸路) 2室2厅 南,900 元/月,88.72㎡,青白江-青白江-华逸花园(华逸路),https://cd.lianjia.com/zufang/CD1937838857491841024.html
整租·保利花园一期 3室2厅 东,4300 元/月,113.47㎡,武侯-新双楠-保利花园一期,https://cd.lianjia.com/zufang/CD1954464157642260480.html
整租·江信大厦 1室1厅 南,5500 元/月,290.95㎡,青羊-草市街-江信大厦,https://cd.lianjia.com/zufang/CD1942459447863410688.html
整租·棕南西街1号 3室1厅 南,2200 元/月,81.35㎡,武侯-棕北-棕南西街1号,https://cd.lianjia.com/zufang/CD1954807751452393472.html
整租·保利锦江里 3室2厅 西南,3700 元/月,85.66㎡,天府新区-华阳-保利锦江里,https://cd.lianjia.com/zufang/CD1954165198822572032.html
整租·首创东公元 3室1厅 东南/南,1700 元/月,89.77㎡,龙泉驿-东安湖-首创东公元,https://cd.lianjia.com/zufang/CD1945400064683802624.html
合租·朗诗西溪里 5居室 东南卧,587 元/月,青羊-府南新区-朗诗西溪里,精选,https://cd.lianjia.com/zufang/CD1826118161137664000.html
整租·果壳里的城 1室1厅 东南,950 元/月,87.01㎡,龙泉驿-东安湖-果壳里的城,https://cd.lianjia.com/zufang/CD1955462177880014848.html
合租·天鹅湖北苑 3居室 东卧,960 元/月,8.10㎡,高新-新会展-天鹅湖北苑,https://cd.lianjia.com/zufang/CD1777878634116153344.html
整租·白鸽岛尚 3室2厅 东/东南,2400 元/月,108.10㎡,金牛-高家庄-白鸽岛尚,https://cd.lianjia.com/zufang/CD1875462508253282304.html
合租·天鹅湖花园 4居室 北卧,1530 元/月,20.30㎡,高新-新会展-天鹅湖花园,https://cd.lianjia.com/zufang/CD1935997967819341824.html
整租·书房新邨 3室2厅 南,1100 元/月,86.56㎡,龙泉驿-龙泉驿城区-书房新邨,https://cd.lianjia.com/zufang/CD1918657824892649472.html
整租·金泉怡景 4室2厅 东,5800 元/月,178.00㎡,温江-花都大道-金泉怡景,https://cd.lianjia.com/zufang/CD1949854955640717312.html
合租·合能珍宝琥珀 3居室 东南卧,500 元/月,81.90㎡,温江-光华大道沿线-合能珍宝琥珀,https://cd.lianjia.com/zufang/CD1936450376769208320.html
整租·绿城桂语朝阳 4室2厅 南,2300 元/月,138.51㎡,武侯-草金立交-绿城桂语朝阳,https://cd.lianjia.com/zufang/CD1946864439189831680.html
整租·润新花园二期 3室1厅 西南,2700 元/月,75.21㎡,高新-新北-润新花园二期,https://cd.lianjia.com/zufang/CD1954827468237963264.html
整租·中海锦江城云熙一期 3室2厅 南,2700 元/月,110.00㎡,天府新区-锦江生态带-中海锦江城云熙一期,https://cd.lianjia.com/zufang/CD1949778251203215360.html
整租·督院街54号 3室1厅 东南,3500 元/月,104.87㎡,锦江-盐市口-督院街54号,https://cd.lianjia.com/zufang/CD1947970434678915072.html
合租·香月湖 5居室 南卧,750 元/月,16.00㎡,高新-大源-香月湖,https://cd.lianjia.com/zufang/CD1950492764877619200.html
整租·中华家园西区 4室2厅 南,4500 元/月,144.91㎡,青羊-西南财大-中华家园西区,https://cd.lianjia.com/zufang/CD1930457764467834880.html
整租·中海天府麓湾 3室2厅 东南,2300 元/月,100.00㎡,天府新区-麓山-中海天府麓湾,https://cd.lianjia.com/zufang/CD1928715641028608000.html
整租·钰邸华府 2室2厅 南,1600 元/月,84.08㎡,新都-大丰-钰邸华府,https://cd.lianjia.com/zufang/CD1948955436380061696.html
整租·领地天府兰台 3室1厅 跃层 东南,600 元/月,151.68㎡,新津-花源-领地天府兰台,https://cd.lianjia.com/zufang/CD1943235016494415872.html
整租·棕榈长滩 3室2厅 北,3200 元/月,175.38㎡,温江-光华大道沿线-棕榈长滩,https://cd.lianjia.com/zufang/CD1947887409635000320.html
整租·汇锦广场 1室1厅 跃层 南,1500 元/月,71.46㎡,高新-大源-汇锦广场,https://cd.lianjia.com/zufang/CD1903486110131027968.html
整租·恒业星园 3室1厅 南,2400 元/月,121.65㎡,金牛-五块石-恒业星园,https://cd.lianjia.com/zufang/CD1953779782034391040.html
整租·华润公园九里三期 3室2厅 南,2200 元/月,117.00㎡,双流-蛟龙港-华润公园九里三期,https://cd.lianjia.com/zufang/CD1954891610135199744.html
